DeployID,Ptt,Instr,LocationQuality,Latitude,Longitude,DiveNumber,MobilityAvg,MobilitySD,DiveStart,Segment,SegmentStart,Duration,InitialDepth,FinalDepth,SwimEffort,ActivityCount,Pitch,LightShallow,LightDeep,TempShallow,TempDeep,SurfaceInterval
G634 - 3yo Female,228968,UT,,,,,,,15:50:15 03-Jun-2022,,,1404,,,,,,78,87,12.40,8.10,219
G634 - 3yo Female,228968,UT,,,,,,,15:50:15 03-Jun-2022,0,15:50:15 03-Jun-2022,250,0,241,991,0,62,,,,,
G634 - 3yo Female,228968,UT,,,,,,,15:50:15 03-Jun-2022,1,15:54:25 03-Jun-2022,93,241,248,696,0,,,,,,
G634 - 3yo Female,228968,UT,,,,,,,15:50:15 03-Jun-2022,2,15:55:58 03-Jun-2022,157,248,336,2116,14,,,,,,
G634 - 3yo Female,228968,UT,,,,,,,15:50:15 03-Jun-2022,3,15:58:35 03-Jun-2022,361,336,220,3401,2,,,,,,
G634 - 3yo Female,228968,UT,,,,,,,15:50:15 03-Jun-2022,4,16:04:36 03-Jun-2022,324,220,0,2598,0,-4,,,,,
G634 - 3yo Female,228968,UT,,,,,,,02:50:39 04-Jun-2022,,,1302,,,,,,253,106,12.80,8.40,141
G634 - 3yo Female,228968,UT,,,,,,,02:50:39 04-Jun-2022,0,02:50:39 04-Jun-2022,299,0,320,792,2,66,,,,,
G634 - 3yo Female,228968,UT,,,,,,,02:50:39 04-Jun-2022,1,02:55:38 04-Jun-2022,173,320,392,1272,0,,,,,,
G634 - 3yo Female,228968,UT,,,,,,,02:50:39 04-Jun-2022,2,02:58:31 04-Jun-2022,163,392,352,1329,0,,,,,,
G634 - 3yo Female,228968,UT,,,,,,,02:50:39 04-Jun-2022,3,03:01:14 04-Jun-2022,345,352,208,3591,0,,,,,,
G634 - 3yo Female,228968,UT,,,,,,,02:50:39 04-Jun-2022,4,03:06:59 04-Jun-2022,181,208,0,1810,0,-13,,,,,
G634 - 3yo Female,228968,UT,,,,,,,17:42:39 04-Jun-2022,,,1264,,,,,,86,164,13.20,8.20,103
