DeployID,Ptt,Instr,LocationQuality,Latitude,Longitude,DiveNumber,MobilityAvg,MobilitySD,DiveStart,Segment,SegmentStart,Duration,InitialDepth,FinalDepth,SwimEffort,ActivityCount,Pitch,LightShallow,LightDeep,TempShallow,TempDeep,SurfaceInterval
G375 - 3 yo Female,240242,UT,B,37.1191,-122.3422,,,,04:28:28 18-May-2023,,,736,,,,,,188,,11.00,,44
G375 - 3 yo Female,240242,UT,B,37.1191,-122.3422,,,,04:28:28 18-May-2023,0,04:28:28 18-May-2023,168,0,9,1605,1,25,,,,,
G375 - 3 yo Female,240242,UT,B,37.1191,-122.3422,,,,04:28:28 18-May-2023,1,04:31:16 18-May-2023,81,9,6,669,0,,,,,,
G375 - 3 yo Female,240242,UT,B,37.1191,-122.3422,,,,04:28:28 18-May-2023,2,04:32:37 18-May-2023,362,6,17,3398,8,,,,,,
G375 - 3 yo Female,240242,UT,B,37.1191,-122.3422,,,,04:28:28 18-May-2023,3,04:38:39 18-May-2023,59,17,16,482,1,,,,,,
G375 - 3 yo Female,240242,UT,B,37.1191,-122.3422,,,,04:28:28 18-May-2023,4,04:39:38 18-May-2023,22,16,0,80,0,-17,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,02:00:10 27-May-2023,,,1308,,,,,,8,166,14.30,8.90,118
G375 - 3 yo Female,240242,UT,,,,,,,02:00:10 27-May-2023,0,02:00:10 27-May-2023,251,0,296,973,0,68,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,02:00:10 27-May-2023,1,02:04:21 27-May-2023,102,296,392,616,3,,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,02:00:10 27-May-2023,2,02:06:03 27-May-2023,75,392,416,714,3,,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,02:00:10 27-May-2023,3,02:07:18 27-May-2023,548,416,228,4121,0,,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,02:00:10 27-May-2023,4,02:16:26 27-May-2023,214,228,0,2012,0,-11,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,12:45:09 27-May-2023,,,1573,,,,,,213,161,13.80,8.60,82
G375 - 3 yo Female,240242,UT,,,,,,,12:45:09 27-May-2023,0,12:45:09 27-May-2023,233,0,256,769,1,63,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,12:45:09 27-May-2023,1,12:49:02 27-May-2023,361,256,296,1776,0,,,,,,
G375 - 3 yo Female,240242,UT,,,,,,,12:45:09 27-May-2023,2,12:55:03 27-May-2023,559,296,256,3758,1,,,,,,
