"","id","date","lon","lat","x","y","x.se","y.se","u","v","u.se","v.se","s","s.se"
"1","2023222",2023-05-20 20:00:00,-122.33,37.11,-13617.7133087411,4428.66800215599,9.99999995004689e-06,9.99999995004895e-06,2.43416109940487e-11,2.6530174366578e-11,9.99999999984133e-06,9.99999999991926e-06,0,NA
"2","2023222",2023-05-21 20:00:00,-122.417739224467,37.4667103781099,-13627.4803945314,4478.36690713411,25.3372367965407,28.9221470814079,-0.94888887319276,2.70958563458312,1.53626898244625,1.57762094542828,2.11081619860176,NA
"3","2023222",2023-05-22 20:00:00,-122.871908009333,37.9953018506202,-13678.0382323969,4552.4553290566,20.4943044542585,21.5142889953309,-2.10657657390077,3.08701757268244,0.959162966572998,1.03292963234597,3.73787578991469,NA
"4","2023222",2023-05-23 20:00:00,-123.14378650732,38.0028934862626,-13708.3036083505,4553.52328987947,18.6431375670825,16.9133262111984,-0.849412381393021,-1.21646268086276,1.26220963999966,1.42500943190665,1.26291320202132,NA
"5","2023222",2023-05-24 20:00:00,-123.625572957093,38.5917386577477,-13761.9358306103,4636.70266369497,25.5629263047393,26.2661411256009,-3.01474056203192,6.05379412109152,1.41718214906349,1.40137897334952,4.12308907393752,NA
"6","2023222",2023-05-25 20:00:00,-124.419577272681,40.3294587363644,-13850.3239867092,4886.27543500626,8.89634489436647,7.12614400324653,-3.40285430990553,10.0147042653353,1.40815757992507,1.44676851657146,11.0327939378952,NA
"7","2023222",2023-05-26 20:00:00,-124.531885990027,41.2912218875834,-13862.8261359358,5027.18914226785,34.1550968243777,32.4205151992107,-0.520922889140178,5.8714044719258,1.3781643703626,1.31032799691781,5.89468110290762,NA
"8","2023222",2023-05-27 20:00:00,-124.534646549283,41.791591745279,-13863.1334399864,5101.32887697258,11.6904044739061,9.04582559764363,-0.0128043401384017,3.08915561539028,1.14924923828536,1.1461748417282,3.08886863431611,NA
"9","2023222",2023-05-28 20:00:00,-124.919446088197,42.1564139796942,-13905.9691287159,5155.75267960825,10.0432956358922,12.2430896724259,-2.40991273858199,2.05476263061851,0.634031822134342,0.749544550302503,2.88579182559486,NA
"10","2023222",2023-05-29 20:00:00,-125.477836985034,42.4592349973703,-13968.1289190154,5201.16770300127,39.0561346713647,42.1954995523853,-2.5517647272705,1.87080705054246,2.36270793902003,2.39200143082896,3.20759528872173,NA
"11","2023222",2023-05-30 20:00:00,-125.98395258593,42.7492235722724,-14024.4694499896,5244.86604051235,97.510523300948,100.000517758821,-2.34752212382946,1.82076406309957,2.95669765966134,2.9719280021785,2.9707825777747,NA
"12","2023222",2023-05-31 20:00:00,-126.435384317165,43.0409615531397,-14074.7226004386,5289.03628296157,151.283266215832,153.686466170002,-2.09388126861236,1.84042676885539,3.05850631739386,3.07177920238951,2.78761877406899,NA
"13","2023222",2023-06-01 20:00:00,-126.821482129641,43.3453724675256,-14117.7028123199,5335.3513669857,193.999559630472,196.518118752938,-1.79084216161921,1.92979516780993,2.9465122076576,2.96129930152514,2.63256116463073,NA
"14","2023222",2023-06-02 20:00:00,-127.131595974258,43.6731521678084,-14152.2245275906,5385.48422922151,221.9888124209,224.787724691777,-1.43840480285001,2.08886925996318,2.77033325850436,2.78675644413852,2.53602591827162,NA
"15","2023222",2023-06-03 20:00:00,-127.355075801918,44.0347330437029,-14177.1021882083,5441.10780630576,233.263644855239,236.493564565115,-1.03656919230475,2.31764904531515,2.64028111690599,2.65617818475132,2.53869738879927,NA
"16","2023222",2023-06-04 20:00:00,-127.481271563521,44.4402283536984,-14191.1502361302,5503.89503487523,227.218998343895,231.00525022271,-0.58533532998343,2.61613452386582,2.62622366106746,2.63864427779603,2.68065055722431,NA
"17","2023222",2023-06-05 20:00:00,-127.499533209969,44.8993567728646,-14193.1831133138,5575.51885156668,204.566470917629,208.987558756061,-0.084703215886059,2.98432569561521,2.73252210183448,2.74023225261402,2.98543033986075,NA
"18","2023222",2023-06-06 20:00:00,-127.399210692162,45.4213474011847,-14182.0152617165,5657.65219301689,167.450752396536,172.50456162094,0.465327149987367,3.42222256056332,2.89515321311392,2.90034136000442,3.45372013705372,NA
"19","2023222",2023-06-07 20:00:00,-127.169653961002,46.0148257173232,-14156.4611232955,5751.96799586263,119.819150066433,125.357392477574,1.06475576763685,3.92982511871013,3.00543360789575,3.01416877430135,4.07165202122887,NA
"20","2023222",2023-06-08 20:00:00,-126.800212967389,46.6876813420571,-14115.3351400084,5860.13919674065,68.2535408176811,73.7986120778803,1.71358263706238,4.50713337005566,2.91489767161521,2.93905874605514,4.82217933954684,NA
"21","2023222",2023-06-09 20:00:00,-126.280237662224,47.4469190432361,-14057.4517538124,5983.83873228774,21.0954826546679,25.4462791712523,2.41180775826397,5.15414731459991,2.35363837907087,2.42406282781204,5.69098495728432,NA
"22","2023222",2023-06-10 20:00:00,-125.646342010464,48.2662764748486,-13986.8868126424,6119.36595855818,2.0511407830995,4.09124243464679,2.67310476341887,5.42267297312111,0.683232587879806,0.901517684460485,6.36712185748708,NA
"23","2023222",2023-06-11 20:00:00,-125.643850793846,48.7425979343036,-13986.609491677,6199.15923167926,12.9153317694603,18.7950752877894,-0.497326414184572,2.27931930006371,1.34048679503643,1.61684119676873,3.32419477840441,NA
"24","2023222",2023-06-12 20:00:00,-125.776630385952,48.9271354034711,-14001.3904482579,6230.27722020739,31.9488098875313,52.3657645591142,-0.804070875124565,1.43043194790743,2.03225218755467,2.4142332137408,1.43397658639686,NA
"25","2023222",2023-06-13 20:00:00,-126.1231051395,49.2103918917548,-14039.9598413956,6278.26775727832,93.0915819995064,113.628292150631,-1.6070580471716,1.99960571111157,3.12361532794441,3.28266575201854,2.56462420290281,NA
"26","2023222",2023-06-14 20:00:00,-126.617267432252,49.5593282926159,-14094.9697361941,6337.76779341591,162.669354709559,182.472413230673,-2.29207894970059,2.47916817222219,3.60079537419418,3.67286097573566,3.37602896305313,NA
"27","2023222",2023-06-15 20:00:00,-127.233684247508,49.9600419272744,-14163.5889421847,6406.62665736991,231.779396523773,250.173026330376,-2.85913358271153,2.86911933123929,3.79355013489598,3.8179687201505,4.05044828407697,NA
"28","2023222",2023-06-16 20:00:00,-127.946922568567,50.3988363693334,-14242.9862688992,6482.69367789007,295.898402912569,312.308256906869,-3.30822194620442,3.16945918816288,3.81937772626055,3.81637961702025,4.58165694444101,NA
"29","2023222",2023-06-17 20:00:00,-128.731549378728,50.8623464090883,-14330.3305258692,6563.81818372616,351.929862211471,365.926577759696,-3.63934404017927,3.38018774299295,3.74572845206077,3.72868238690255,4.96732020634013,NA
"30","2023222",2023-06-18 20:00:00,-129.562131661291,51.3376288452133,-14422.790522626,6647.84950362792,397.650418795905,408.938484321521,-3.85249986463606,3.5013049957295,3.62139381157125,3.60041988186537,5.20637101263415,NA
"31","2023222",2023-06-19 20:00:00,-130.413236399556,51.8122192178552,-14517.5350687014,6732.63696634512,431.481398930443,439.881891024532,-3.9476894195748,3.53281094637253,3.48636804195217,3.46949195071601,5.29825574106641,NA
"32","2023222",2023-06-20 20:00:00,-131.259430576822,52.2741549071151,-14611.7329736269,6816.0299006275,452.370753151522,457.807198531405,-3.92491270499549,3.47470559492204,3.37438185231989,3.36756940365398,5.24266231214216,NA
"33","2023222",2023-06-21 20:00:00,-132.075281176389,52.711965316882,-14702.5530469341,6895.87763522483,459.728892195226,462.217161001517,-3.78416972089813,3.32698894137804,3.3113175811012,3.3178997141446,5.03940701127493,NA
"34","2023222",2023-06-22 20:00:00,-132.835355181556,53.1146300906193,-14787.1640981545,6970.02949888686,453.397122515722,453.039323441305,-3.52546046728273,3.08966098574052,3.31137644487423,3.33148195088689,4.68838429937609,NA
